1/1/2022,S001,P0001,fruits,North,231,127,55,135.47,33.5,20,Rainy,0,29.69,Autumn
1/1/2022,S001,P0002,Toothpaste,South,204,150,66,144.04,63.01,20,Sunny,0,66.16,Autumn
1/1/2022,S001,P0003,Toothpaste,West,102,65,51,74.02,27.99,10,Sunny,1,31.32,Summer
1/1/2022,S001,P0004,Toothpaste,North,469,61,164,62.18,32.72,10,Cloudy,1,34.74,Autumn
1/1/2022,S001,P0005,Battery,East,166,14,135,9.26,73.64,0,Sunny,0,68.95,Summer
1/1/2022,S001,P0006,fruits,South,138,128,102,139.82,76.83,10,Sunny,1,79.35,Winter
1/1/2022,S001,P0007,Ice Cream,East,359,97,167,108.92,34.16,10,Rainy,1,36.55,Winter
1/1/2022,S001,P0008,vegetables,North,380,312,54,329.73,97.99,5,Cloudy,0,100.09,Spring
1/1/2022,S001,P0009,Battery,West,183,175,135,174.15,20.74,10,Cloudy,0,17.66,Autumn
1/1/2022,S001,P0010,Toothpaste,South,108,28,196,24.47,59.99,0,Rainy,1,61.21,Winter
1/1/2022,S001,P0011,Ice Cream,South,258,150,153,152.74,58.53,10,Sunny,1,61.42,Spring
1/1/2022,S001,P0012,vegetables,West,66,24,70,26.75,58.25,20,Snowy,0,62.21,Spring
1/1/2022,S001,P0013,Toothpaste,South,96,42,85,41.46,43.6,0,Cloudy,0,46.31,Spring
1/1/2022,S001,P0014,vegetables,West,193,12,187,6.8,78.11,0,Sunny,0,80.06,Spring
1/1/2022,S001,P0015,vegetables,North,379,369,154,363.46,92.99,15,Snowy,0,95.8,Winter
1/1/2022,S001,P0016,Battery,North,363,255,69,255.74,21.9,5,Cloudy,1,20.27,Autumn
1/1/2022,S001,P0017,Toothpaste,West,318,246,177,255.37,21.07,20,Sunny,0,16.49,Winter
1/1/2022,S001,P0018,vegetables,South,241,151,47,147.27,19.57,5,Cloudy,0,23.13,Autumn
1/1/2022,S001,P0019,vegetables,East,352,257,186,267.38,73.28,10,Cloudy,0,77.26,Winter
1/1/2022,S001,P0020,Toothpaste,East,274,99,166,115.23,30.24,5,Cloudy,0,27.1,Spring
1/2/2022,S001,P0001,fruits,West,116,81,104,92.94,27.95,10,Cloudy,0,30.89,Spring
1/2/2022,S001,P0002,vegetables,West,416,163,79,171.6,19.78,15,Cloudy,0,18.76,Spring
1/2/2022,S001,P0003,vegetables,South,488,464,163,463.12,70.99,10,Snowy,0,72.93,Summer
1/2/2022,S001,P0004,fruits,East,248,116,107,133.92,49.56,5,Snowy,0,50.46,Summer
1/2/2022,S001,P0005,Battery,East,238,200,40,204.3,23.76,15,Sunny,1,19.19,Summer
1/2/2022,S001,P0006,Ice Cream,East,471,58,32,51.57,47.56,0,Snowy,1,46.82,Summer
1/2/2022,S001,P0007,Battery,North,178,56,149,60.3,17.1,5,Snowy,1,17,Autumn
1/2/2022,S001,P0008,vegetables,East,92,74,121,67.04,58.89,5,Cloudy,0,61.56,Autumn
1/2/2022,S001,P0009,Toothpaste,South,99,54,182,70.6,99.76,20,Cloudy,0,95.61,Spring
1/2/2022,S001,P0010,vegetables,North,171,39,163,47.8,11.44,5,Sunny,0,12.71,Summer
1/2/2022,S001,P0011,Ice Cream,East,215,12,173,16.92,53.84,0,Cloudy,1,53.79,Spring
1/2/2022,S001,P0012,Ice Cream,East,281,56,187,70.71,57.84,5,Snowy,1,60.99,Summer
1/2/2022,S001,P0013,Toothpaste,North,455,31,124,44.46,35.51,15,Cloudy,1,31.06,Autumn
1/2/2022,S001,P0014,Battery,West,84,25,20,23.36,31.41,0,Cloudy,1,28.6,Spring
1/2/2022,S001,P0015,Battery,East,246,198,67,203.23,28.06,20,Cloudy,1,30.29,Winter
1/2/2022,S001,P0016,Battery,West,399,77,147,67.55,35.67,15,Snowy,0,38.02,Summer
1/2/2022,S001,P0017,Ice Cream,West,242,165,105,181.86,28.18,5,Cloudy,0,27.5,Autumn
1/2/2022,S001,P0018,Toothpaste,North,478,42,168,55.16,74.42,5,Snowy,0,69.67,Summer
1/2/2022,S001,P0019,Ice Cream,South,156,8,67,24.41,91.95,5,Cloudy,1,87.43,Spring
1/2/2022,S001,P0020,Battery,North,221,174,168,187.49,97.88,0,Snowy,0,99.5,Autumn
1/3/2022,S001,P0001,Battery,West,154,5,189,5.36,62.7,20,Rainy,0,58.22,Winter
1/3/2022,S001,P0002,vegetables,East,282,199,70,193.26,54.02,0,Cloudy,0,52.91,Spring
1/3/2022,S001,P0003,Toothpaste,South,183,176,124,168.28,26.03,10,Rainy,0,29.38,Winter
1/3/2022,S001,P0004,Battery,East,239,214,51,228.51,10.19,0,Cloudy,1,7.82,Winter
1/3/2022,S001,P0005,fruits,West,368,165,56,170.76,95.54,0,Sunny,0,91.29,Spring
1/3/2022,S001,P0006,Ice Cream,South,57,9,40,13.6,57.65,5,Sunny,0,58.01,Summer
1/3/2022,S001,P0007,vegetables,South,460,140,70,143.7,87.85,20,Sunny,0,91.9,Winter
1/3/2022,S001,P0008,fruits,West,214,177,150,178,53.94,5,Snowy,0,51.47,Autumn
1/3/2022,S001,P0009,fruits,South,407,217,55,217.69,61.42,20,Sunny,0,65.86,Winter
1/3/2022,S001,P0010,Battery,West,51,47,155,38.08,99.14,10,Snowy,0,102.66,Autumn
1/3/2022,S001,P0011,fruits,East,252,3,98,5.18,60.52,0,Cloudy,0,62.72,Autumn
1/3/2022,S001,P0012,vegetables,East,72,2,62,9.81,86.93,15,Cloudy,0,83.11,Summer
1/3/2022,S001,P0013,vegetables,South,194,18,120,20.5,83.11,10,Snowy,1,85.16,Summer
1/3/2022,S001,P0014,Toothpaste,South,302,242,145,255.54,32.28,10,Rainy,1,30.1,Winter
1/3/2022,S001,P0015,Toothpaste,North,330,228,157,246.91,52.17,10,Sunny,1,52.43,Summer
1/3/2022,S001,P0016,vegetables,East,148,31,160,35.11,93.61,15,Snowy,1,94.15,Spring
1/3/2022,S001,P0017,vegetables,North,315,16,197,33.51,98.25,5,Sunny,0,100.34,Spring
1/3/2022,S001,P0018,Ice Cream,East,97,20,147,37.26,78.53,5,Rainy,0,75.48,Autumn
1/3/2022,S001,P0019,Ice Cream,South,240,193,171,203.45,56.91,0,Sunny,1,54.2,Spring
1/3/2022,S001,P0020,Toothpaste,North,178,118,162,110.02,35.32,20,Cloudy,1,37.56,Summer
1/4/2022,S001,P0001,fruits,South,85,58,193,52.87,77.88,15,Cloudy,1,75.99,Winter
1/4/2022,S001,P0002,Battery,North,91,91,142,82.65,88.22,15,Sunny,1,87.44,Autumn
1/4/2022,S001,P0003,Toothpaste,South,184,70,191,82.51,10.55,15,Cloudy,0,7.6,Winter
1/4/2022,S001,P0004,Battery,North,209,0,123,15.37,44.81,5,Sunny,1,45.53,Winter
1/4/2022,S001,P0005,Battery,East,470,32,192,45.57,69.65,10,Snowy,0,73.5,Spring
1/4/2022,S001,P0006,vegetables,South,127,8,84,0.54,53.35,20,Cloudy,0,55.07,Spring
1/4/2022,S001,P0007,fruits,North,367,341,39,336.71,33.47,5,Cloudy,0,28.95,Spring
1/4/2022,S001,P0008,Battery,East,404,347,183,350.96,61.1,20,Sunny,0,58.46,Winter
1/4/2022,S001,P0009,fruits,North,403,15,187,26.72,45.25,10,Sunny,0,46.74,Summer
1/4/2022,S001,P0010,Toothpaste,East,494,85,122,92.86,94.98,20,Rainy,0,98.87,Autumn
1/4/2022,S001,P0011,Toothpaste,South,421,30,33,49.2,24.21,0,Sunny,0,25.48,Spring
1/4/2022,S001,P0012,Battery,West,150,136,129,140.64,66.07,5,Snowy,0,70.84,Winter
1/4/2022,S001,P0013,Toothpaste,North,94,31,174,46.7,34.68,10,Sunny,0,33.73,Winter
1/4/2022,S001,P0014,vegetables,East,77,7,76,22.66,98.28,15,Cloudy,1,95.38,Spring
1/4/2022,S001,P0015,Battery,West,430,377,118,371.89,87.24,10,Cloudy,1,88.66,Spring
1/4/2022,S001,P0016,fruits,North,168,28,32,33.2,93.4,10,Sunny,0,93.22,Summer
1/4/2022,S001,P0017,Toothpaste,West,353,348,36,349.59,53.02,0,Cloudy,1,57.08,Autumn
1/4/2022,S001,P0018,fruits,South,380,258,66,258.58,58.54,5,Sunny,1,60.77,Summer
1/4/2022,S001,P0019,Toothpaste,West,127,41,191,50.38,63.29,15,Sunny,1,61.73,Autumn
1/4/2022,S001,P0020,Battery,North,153,49,139,44.55,10.93,0,Snowy,1,10.76,Winter
1/5/2022,S001,P0001,fruits,South,238,147,37,150.27,28.46,20,Sunny,1,29.4,Winter
1/5/2022,S001,P0002,Toothpaste,West,270,220,165,237,79.54,10,Rainy,0,80.22,Spring
1/5/2022,S001,P0003,Toothpaste,South,216,97,198,101.54,80.57,5,Rainy,1,78.89,Summer
1/5/2022,S001,P0004,Battery,North,172,29,73,40.03,93.53,20,Snowy,1,93.55,Autumn
1/5/2022,S001,P0005,Ice Cream,West,405,192,76,193.38,46.13,0,Cloudy,0,42.56,Spring
1/5/2022,S001,P0006,Toothpaste,North,338,158,139,168.84,60.2,0,Rainy,1,57.13,Winter
1/5/2022,S001,P0007,fruits,West,409,8,143,17.44,53.65,5,Cloudy,0,53.31,Autumn
1/5/2022,S001,P0008,Battery,West,102,42,23,35.11,59.2,5,Snowy,0,58.19,Winter
1/5/2022,S001,P0009,Ice Cream,East,433,5,185,6.6,98.03,5,Rainy,0,93.57,Spring
1/5/2022,S001,P0010,Ice Cream,East,288,93,169,85.66,32.6,20,Rainy,0,32.17,Spring
